TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
192.23,1,0,2,54.0,1,39.0,3.0,2610.67,2
1510.71,1,28,2,66.0,2,51.0,1.0,2060.02,4
0.26,1,28,2,20.0,3,173.0,1.0,1833.67,5
210.77,1,23,0,71.0,2,161.0,1.0,5396.65,0
406.65,1,23,0,57.0,0,107.0,1.0,12995.7,6
422.9,1,40,0,40.0,1,111.0,1.0,7616.43,0
20.62,0,30,0,35.0,0,225.0,1.0,12500.8,1
174.39,1,37,0,19.0,3,36.0,1.0,1127.08,5
7.86,0,34,1,76.0,2,91.0,1.0,3621.98,4
,1,10,2,49.0,1,44.0,1.0,5212.28,2
54.85,0,37,1,58.0,2,40.0,1.0,2727.45,4
204.7,1,28,1,49.0,0,95.0,5.0,5117.03,4
16.55,1,40,1,26.0,1,159.0,1.0,6089.79,4
91.32,1,25,1,58.0,1,77.0,1.0,2618.1,4
195.49,1,22,0,31.0,0,112.5,1.0,11988.12,6
49.62,1,32,0,55.0,1,111.0,1.0,3841.42,0
487.16,0,20,1,28.0,3,84.0,1.0,321.21,3
405.6,1,40,2,37.0,1,44.0,1.0,9754.73,4
512.95,1,8,1,57.0,1,143.0,1.0,9584.52,2
345.94,1,32,0,31.0,0,163.0,1.0,7624.56,6
356.56,1,27,2,47.0,1,52.0,1.0,2485.73,4
10.31,1,21,2,36.0,1,280.0,1.0,2137.9,1
211.69,1,1,1,30.0,0,111.0,1.0,6412.85,2
221.49,0,28,1,23.0,3,196.0,1.0,707.25,5
278.23,1,14,2,48.0,1,83.0,1.0,8300.54,2
116.88,1,22,0,45.0,0,263.0,1.0,7717.34,1
328.77,0,36,2,39.0,0,247.0,1.0,6967.03,1
77.53,1,21,1,54.0,2,55.0,1.0,5158.6,2
421.74,1,38,2,67.0,0,103.0,1.0,12031.14,6
313.69,1,28,1,73.0,2,152.0,1.0,7093.68,4
411.72,1,42,1,29.0,0,153.0,1.0,8539.86,6
508.73,1,6,1,59.0,2,89.0,1.0,7640.57,2
153.08,1,29,0,24.0,3,201.0,1.0,1292.21,5
23.01,1,19,1,63.0,2,166.0,1.0,5958.75,2
69.28,1,20,2,25.0,3,129.0,1.0,708.74,3
51.25,0,2,1,28.0,3,66.0,1.0,1744.4,3
407.65,1,10,0,25.0,3,263.0,1.0,273.78,3
459.25,1,40,1,25.0,3,59.0,1.0,130.76,5
301.56,1,39,1,49.0,0,118.0,1.0,10389.6,6
17.67,1,36,2,63.0,0,91.0,1.0,1048.18,4
5.29,0,37,2,32.0,0,132.0,1.0,12896.68,6
401.37,1,20,1,43.0,1,251.0,1.0,8208.54,1
145.4,1,40,2,38.0,1,24.0,1.0,5244.49,4
556.34,1,39,2,37.0,0,46.0,1.0,11935.14,6
34.31,1,30,0,24.0,3,251.0,1.0,1484.76,5
780.59,0,40,2,23.0,3,145.0,1.0,6513.34,5
282.65,1,13,0,35.0,0,161.0,1.0,13801.15,6
305.27,1,19,2,68.0,0,147.0,1.0,12958.65,6
185.81,1,2,2,32.0,0,116.0,1.0,9588.71,6
66.01,1,25,2,49.0,4,179.0,1.0,3475.99,5
447.95,1,40,1,29.0,1,75.0,1.0,7544.4,4
279.3,1,28,0,19.0,3,48.0,1.0,1193.61,5
,1,16,2,33.0,0,27.0,1.0,12063.77,6
611.15,1,11,0,27.0,3,121.0,1.0,892.83,3
275.2,1,27,2,54.0,1,81.0,1.0,1230.12,4
427.79,1,38,1,18.0,3,189.0,1.0,1479.67,5
469.13,0,35,0,54.0,0,139.0,1.0,1265.28,0
102.81,1,39,1,76.0,2,47.0,1.0,3228.87,4
22.61,1,39,2,19.0,3,145.0,1.0,1111.67,5
68.28,1,4,2,56.0,1,293.0,1.0,3213.16,1
33.65,0,27,2,63.0,0,146.0,1.0,12719.93,6
362.68,0,24,0,63.0,2,137.0,1.0,2040.77,0
73.23,1,37,1,20.0,3,172.0,1.0,1309.85,5
654.49,0,2,2,25.0,3,104.0,1.0,164.61,3
18.56,0,22,1,49.0,1,161.0,1.0,4230.37,1
389.05,1,9,0,27.0,3,41.0,1.0,761.0,3
7.38,1,15,2,67.0,2,112.5,1.0,2923.83,2
109.48,1,3,2,45.0,2,93.0,1.0,7372.47,2
66.91,1,39,0,39.0,0,85.0,1.0,871.1,0
335.48,1,28,1,45.0,1,155.0,1.0,3023.16,4
38.14,1,0,2,19.0,3,174.0,1.0,1119.21,3
1076.98,1,11,1,60.0,0,173.0,1.0,11833.73,6
360.02,1,9,2,68.0,2,68.0,1.0,6400.59,2
567.71,1,22,2,63.0,0,80.0,1.0,13884.24,6
218.19,1,2,0,19.0,3,185.0,1.0,620.83,3
209.99,1,10,0,19.0,3,40.0,1.0,1938.01,3
11.02,1,40,1,19.0,3,280.0,1.0,964.79,5
83.43,1,27,2,56.0,2,109.0,1.0,1870.16,4
344.97,1,2,2,34.0,0,106.0,1.0,5577.94,2
172.29,1,12,0,36.0,1,283.0,1.0,8700.8,1
195.54,1,29,2,60.0,2,255.0,1.0,2794.66,1
101.23,1,7,2,45.0,1,87.0,1.0,6169.71,2
180.46,1,14,0,25.0,3,34.0,1.0,831.75,3
692.55,1,5,1,53.0,2,109.0,1.0,2451.56,2
147.31,0,23,2,34.0,0,92.0,1.0,13625.52,6
107.48,1,20,1,20.0,3,103.0,1.0,1379.39,5
1831.02,0,8,2,62.0,0,83.0,1.0,11498.01,6
81.51,1,42,1,25.0,3,97.0,1.0,865.49,5
365.48,0,39,2,76.0,2,216.0,1.0,7147.4,4
491.1,0,15,2,35.0,1,125.0,1.0,7833.85,2
452.8,1,20,1,80.0,2,151.0,1.0,4840.67,2
645.04,1,22,1,70.0,2,78.0,1.0,7361.47,4
169.28,1,30,1,45.0,0,114.0,1.0,5128.44,4
88.42,1,12,0,62.0,0,91.0,1.0,12381.45,6
155.53,1,3,0,29.0,1,66.0,1.0,4008.05,0
991.82,1,25,2,43.0,1,300.0,1.0,3493.13,1
39.24,1,9,0,77.0,2,106.0,1.0,6462.41,0
152.01,1,13,0,42.0,1,111.0,3.0,4625.12,0
78.77,0,19,0,48.0,1,50.0,1.0,6470.57,0
26.5,1,16,2,48.0,1,179.0,1.0,4854.83,2
83.62,1,33,0,48.0,0,146.0,1.0,12652.22,6
142.78,1,36,1,68.0,0,150.0,1.0,11705.88,6
55.99,1,12,0,35.0,0,95.0,1.0,932.61,0
774.48,1,21,1,61.0,0,31.0,1.0,11613.58,6
105.37,1,34,0,25.0,3,160.0,1.0,1068.55,5
118.83,1,41,2,28.0,3,295.0,1.0,1616.3,5
46.22,1,38,1,23.0,3,217.0,1.0,471.28,5
659.71,0,38,1,21.0,3,148.0,1.0,106.86,5
377.97,1,24,2,72.0,2,160.0,1.0,2457.1,4
114.1,1,4,1,69.0,2,148.0,1.0,5882.12,2
11.3,0,21,2,55.0,2,41.0,1.0,1938.99,2
95.5,1,29,2,57.0,2,17.0,1.0,4079.09,4
130.93,0,15,1,28.0,1,149.0,1.0,860.12,3
272.97,1,4,2,68.0,2,174.0,1.0,7811.31,2
73.35,1,37,1,24.0,3,47.0,1.0,1181.84,5
29.94,1,37,0,58.0,0,243.0,1.0,10915.54,1
307.24,1,38,0,19.0,3,136.0,2.0,1670.72,5
50.52,1,4,2,20.0,3,140.0,1.0,1121.19,3
820.46,0,13,2,53.0,1,243.0,1.0,5621.86,1
153.07,1,11,0,56.0,1,116.0,1.0,8873.43,0
52.94,1,40,1,41.0,0,146.0,1.0,6990.92,4
384.41,1,17,0,60.0,1,65.0,1.0,7831.56,0
235.42,1,31,1,51.0,2,175.0,1.0,6173.23,4
114.23,1,9,0,56.0,0,64.0,1.0,9523.72,6
12.62,1,12,1,33.0,0,61.0,1.0,6420.47,6
997.37,1,13,0,23.0,3,145.0,1.0,1146.09,3
373.52,1,7,0,35.0,1,235.0,1.0,6430.41,1
336.05,1,35,1,28.0,3,164.0,1.0,1635.05,5
366.93,1,15,2,66.0,2,33.0,1.0,6697.79,2
112.27,1,39,1,58.0,0,102.0,1.0,7369.89,4
494.96,1,34,0,40.0,1,132.0,1.0,6903.68,0
561.58,1,34,2,65.0,0,23.0,1.0,11748.86,6
440.94,1,35,2,42.0,0,148.0,1.0,7303.23,4
71.9,1,20,1,29.0,0,51.0,1.0,10619.35,6
256.66,0,33,2,54.0,2,137.0,1.0,1794.5,4
166.55,0,15,1,59.0,0,99.0,1.0,12970.21,6
276.26,1,21,1,56.0,0,143.0,1.0,120.89,4
35.46,1,16,0,67.0,0,164.0,1.0,5692.31,0
38.14,1,32,1,50.0,1,165.0,1.0,9879.87,6
506.26,0,3,0,64.0,2,86.0,1.0,6266.65,0
736.32,1,16,2,31.0,0,28.0,1.0,14268.95,6
389.43,0,2,0,52.0,1,151.0,1.0,6449.83,0
25.58,1,29,0,60.0,1,166.0,1.0,6741.41,0
446.1,1,39,0,25.0,3,243.0,1.0,1008.44,5
147.74,1,33,1,23.0,3,15.0,1.0,1711.78,5
1228.81,1,37,0,26.0,3,254.0,1.0,1821.0,5
46.23,1,14,2,77.0,2,282.0,1.0,5107.75,1
265.37,1,42,1,33.0,1,77.0,1.0,5229.95,4
342.57,1,4,2,20.0,3,91.0,1.0,339.16,3
417.26,0,27,2,32.0,0,45.0,1.0,10442.48,6
33.63,1,8,2,63.0,2,76.0,1.0,4324.4,2
64.58,1,12,1,55.0,2,173.0,1.0,6292.29,2
23.23,0,24,1,21.0,3,122.0,1.0,269.01,5
,0,17,0,78.0,2,112.0,1.0,4737.84,0
278.88,1,18,1,64.0,0,179.0,2.0,1334.09,1
285.49,0,5,1,53.0,0,109.0,1.0,6366.84,2
71.87,1,26,0,22.0,3,258.0,1.0,1839.1,5
308.8,1,3,0,53.0,2,41.0,1.0,3966.54,0
135.35,1,15,1,45.0,1,82.0,1.0,9983.36,6
288.43,1,31,1,66.0,2,72.0,1.0,4577.09,4
147.46,0,0,2,65.0,0,205.0,1.0,7458.03,2
214.15,1,43,1,32.0,1,217.0,1.0,6397.29,1
71.34,1,24,2,49.0,1,144.0,3.0,6345.03,4
170.36,1,16,0,30.0,0,118.0,1.0,6034.73,0
965.66,1,33,0,53.0,1,32.0,1.0,765.81,0
736.53,1,30,0,55.0,1,120.0,1.0,9826.26,0
213.42,1,8,0,45.0,1,17.0,1.0,3736.38,0
94.09,1,24,1,27.0,3,203.0,1.0,646.85,5
91.23,2,4,0,72.0,2,86.0,1.0,6385.12,0
263.92,0,36,1,57.0,2,233.0,1.0,4161.71,1
77.5,0,13,2,51.0,0,201.0,1.0,11079.77,6
3.65,1,24,2,69.0,0,146.0,1.0,10017.11,6
43.88,0,39,2,26.0,3,251.0,1.0,1644.09,5
,1,12,0,28.0,3,132.0,1.0,387.65,3
224.79,1,4,2,18.0,3,129.0,1.0,528.38,3
64.3,1,21,0,55.0,2,67.0,1.0,7530.3,0
111.79,1,17,2,62.0,0,49.0,1.0,10887.59,6
927.16,1,37,0,59.0,2,153.0,1.0,7104.61,0
613.7,0,13,1,61.0,2,37.0,1.0,7307.11,2
26.07,1,3,1,20.0,3,19.0,3.0,349.98,3
170.45,1,37,1,60.0,1,199.0,1.0,2284.41,4
344.27,1,35,1,22.0,3,123.0,1.0,1918.36,5
872.72,1,42,2,22.0,3,288.0,1.0,503.01,5
292.95,1,22,1,37.0,1,56.0,1.0,1216.91,4
28.44,1,14,0,18.0,3,243.0,1.0,1071.04,3
209.02,1,12,0,21.0,3,74.0,1.0,187.9,3
20.05,1,6,0,72.0,2,171.0,1.0,7145.67,0
175.02,1,31,2,28.0,3,71.0,1.0,1493.88,5
89.5,0,21,1,41.0,1,134.0,1.0,8658.95,6
69.96,1,3,1,28.0,3,31.0,1.0,164.12,3
146.51,1,0,0,53.0,1,112.5,1.0,7089.9,0
376.78,0,26,2,21.0,3,88.0,1.0,841.65,5
148.54,0,8,1,71.0,2,107.0,1.0,5677.05,2
388.77,0,17,2,26.0,3,30.0,1.0,1658.49,3
100.38,1,39,1,63.0,0,49.0,1.0,10171.68,6
137.23,1,14,1,64.0,0,63.0,1.0,13847.99,6
870.3,1,38,0,51.0,2,229.0,1.0,3688.98,1
458.94,1,11,1,52.0,1,180.0,1.0,5619.95,1
327.35,0,22,1,20.0,3,175.0,1.0,342.08,5
757.15,1,33,2,53.0,1,38.0,1.0,4702.86,4
5.64,1,4,2,45.0,0,47.0,1.0,12703.24,6
47.23,0,22,2,73.0,2,160.0,1.0,6659.81,2
239.41,0,43,2,42.0,0,248.0,1.0,7860.65,1
7.48,1,35,0,55.0,1,29.0,1.0,4737.84,0
170.97,1,26,1,26.0,3,292.0,1.0,1265.27,5
262.43,0,36,2,37.0,0,274.0,5.0,12841.01,1
659.15,1,4,0,22.0,3,204.0,1.0,1241.59,3
31.53,1,18,2,25.0,3,283.0,1.0,874.93,3
111.66,0,43,2,48.0,1,140.0,1.0,5716.72,4
250.01,1,18,0,62.0,2,88.0,1.0,1541.48,0
554.15,1,33,0,49.0,0,108.0,1.0,14817.22,6
598.66,2,5,1,32.0,1,222.0,1.0,2587.11,1
28.38,1,34,1,55.0,0,98.0,1.0,173.7,4
16.8,1,36,0,49.0,0,94.0,1.0,11847.07,6
896.79,1,9,2,33.0,0,168.0,1.0,11146.74,6
159.0,1,19,0,49.0,1,38.0,1.0,369.79,0
56.31,0,15,2,75.0,2,195.0,1.0,6396.08,2
203.99,1,30,2,52.0,2,215.0,1.0,4840.31,4
50.99,1,11,1,29.0,0,76.0,1.0,1334.6,2
101.28,0,6,2,32.0,1,75.0,1.0,2774.35,2
299.92,1,10,0,27.0,3,122.0,1.0,1368.0,3
77.54,1,31,2,67.0,2,73.0,1.0,4536.38,4
18.35,1,26,1,21.0,3,78.0,1.0,1293.39,5
732.53,0,38,0,26.0,3,116.0,1.0,441.54,5
65.11,1,26,0,34.0,1,150.0,1.0,8485.14,0
67.07,0,20,0,24.0,3,56.0,1.0,999.62,5
137.48,1,39,1,55.0,0,47.0,1.0,14273.42,6
398.36,1,8,0,22.0,3,56.0,1.0,1863.7,3
469.46,1,27,0,20.0,3,149.0,1.0,8640.56,5
37.58,1,16,0,57.0,0,182.0,1.0,259.44,0
160.24,1,42,0,31.0,1,15.0,1.0,5526.97,0
315.39,0,27,1,23.0,3,93.0,1.0,929.6,5
434.17,1,1,0,21.0,3,148.0,5.0,5335.44,3
165.91,1,17,0,26.0,3,84.0,1.0,587.12,3
211.36,1,37,1,47.0,1,194.0,1.0,4760.34,1
241.45,1,32,2,26.0,3,158.0,1.0,1594.04,5
23.24,1,16,1,68.0,0,129.0,1.0,13777.79,6
70.88,0,29,1,74.0,2,176.0,1.0,1794.65,4
1143.67,1,1,2,66.0,2,111.0,1.0,7677.76,2
314.52,1,22,0,80.0,2,229.0,1.0,7071.32,1
181.81,0,2,2,78.0,2,122.0,1.0,7525.73,2
854.64,1,13,1,56.0,2,118.0,1.0,2989.25,2
261.19,1,28,0,64.0,2,52.0,1.0,7620.6,0
220.68,0,33,2,71.0,2,217.0,1.0,5549.2,4
11.86,1,34,1,31.0,1,129.0,1.0,6782.61,4
122.65,1,8,2,28.0,3,41.0,1.0,1968.51,3
395.16,1,25,2,56.0,2,17.0,1.0,5340.73,4
704.69,1,19,2,51.0,2,150.0,1.0,3267.84,2
369.89,1,35,0,69.0,2,69.0,1.0,6941.47,0
10.92,1,17,0,67.0,2,268.0,1.0,7567.2,1
199.14,1,39,1,31.0,1,36.0,1.0,7001.25,4
109.43,1,10,3,70.0,2,140.0,1.0,1983.65,2
304.15,1,1,1,20.0,3,40.0,1.0,686.91,3
620.54,0,29,1,28.0,3,98.0,1.0,213.36,5
757.79,1,5,2,22.0,3,117.0,1.0,1443.02,3
122.81,1,38,1,52.0,0,12.0,1.0,8450.84,6
96.25,1,15,2,61.0,2,171.0,1.0,7996.7,2
1431.33,1,5,0,30.0,0,49.0,1.0,5567.98,0
142.55,1,18,2,67.0,0,97.0,1.0,1262.68,2
35.94,0,14,1,23.0,3,141.0,1.0,1697.28,3
24.86,1,17,1,58.0,1,292.0,1.0,2591.65,1
103.08,1,37,2,60.0,0,109.0,1.0,12002.16,6
116.27,1,32,2,57.0,1,94.0,1.0,8726.92,4
363.84,1,8,2,73.0,2,118.0,3.0,5415.64,2
34.74,0,32,2,45.0,2,72.0,1.0,3736.57,4
64.01,0,30,1,19.0,3,240.0,1.0,1225.69,5
108.75,1,15,0,50.0,0,23.0,4.0,14829.85,6
50.9,0,17,2,28.0,3,150.0,1.0,1277.7,3
206.84,1,30,1,20.0,3,154.0,1.0,454.66,5
37.4,1,33,0,20.0,3,84.0,1.0,1519.51,5
154.21,1,24,2,46.0,1,75.0,1.0,8045.77,4
199.37,1,6,2,24.0,3,79.0,1.0,1331.3,3
410.49,0,1,1,25.0,3,112.5,1.0,1843.57,3
1360.01,0,31,1,67.0,2,218.0,1.0,6601.5,1
18.23,1,26,0,56.0,1,28.0,1.0,8422.2,0
398.7,1,0,0,47.0,0,276.0,1.0,7987.74,1
122.14,1,29,2,22.0,3,112.5,1.0,327.68,5
378.2,1,23,1,40.0,1,167.0,1.0,7372.81,1
124.74,1,20,0,49.0,1,33.0,1.0,2987.97,0
17.1,1,0,0,53.0,2,101.0,1.0,1619.54,0
287.05,1,25,0,22.0,3,212.0,1.0,1204.65,5
874.72,1,37,2,28.0,1,173.0,1.0,4630.58,4
1762.28,1,22,0,24.0,3,150.0,1.0,1380.34,3
40.12,0,9,0,36.0,0,269.0,1.0,14304.38,1
125.0,0,16,2,49.0,1,177.0,1.0,3215.76,2
348.44,1,3,2,24.0,3,147.0,1.0,1022.94,3
128.4,1,40,0,69.0,2,31.0,1.0,2610.64,0
320.93,1,1,2,55.0,1,178.0,1.0,9451.66,2
1.41,1,34,0,53.0,2,278.0,1.0,1244.17,1
50.52,1,20,1,54.0,0,293.0,1.0,12815.24,1
383.95,0,36,2,31.0,1,143.0,1.0,9933.56,4
12.94,1,14,1,23.0,3,158.0,1.0,921.23,3
329.75,1,34,2,56.0,2,211.0,1.0,6009.43,4
981.76,1,25,2,45.0,0,234.0,1.0,602.36,1
40.79,1,25,0,18.0,3,80.0,1.0,1769.33,5
99.25,0,31,2,63.0,2,93.0,1.0,2570.34,4
150.6,1,24,0,69.0,2,59.0,1.0,3240.14,0
29.5,1,35,2,73.0,2,129.0,1.0,1229.32,4
54.34,1,0,0,65.0,0,46.0,1.0,8019.89,0
18.25,1,18,0,53.0,0,18.0,1.0,14328.29,6
633.87,1,18,2,27.0,3,175.0,1.0,330.16,3
81.15,1,24,0,19.0,3,114.0,1.0,1595.26,5
83.95,1,27,2,75.0,2,170.0,1.0,7413.18,4
410.4,0,41,0,61.0,2,78.0,1.0,2563.91,0
172.68,1,3,0,33.0,0,17.0,1.0,10724.95,6
139.88,1,7,0,34.0,1,162.0,1.0,2969.71,0
165.55,1,9,1,28.0,3,115.0,1.0,761.78,3
53.79,0,30,0,54.0,1,137.0,3.0,6229.36,0
285.69,1,24,0,63.0,2,35.0,1.0,2552.54,0
532.4,1,17,0,22.0,3,149.0,1.0,1033.73,3
293.85,1,5,2,25.0,3,144.0,1.0,1919.97,3
27.94,1,1,1,79.0,2,120.0,1.0,1893.44,2
270.36,1,28,0,25.0,3,37.0,1.0,1783.04,5
112.66,1,30,2,29.0,1,176.0,3.0,852.98,4
506.03,1,11,1,21.0,3,21.0,1.0,1123.89,3
206.95,1,39,1,22.0,3,31.0,1.0,1817.65,5
350.96,1,40,0,63.0,2,167.0,1.0,5463.94,0
261.63,1,6,1,20.0,3,150.0,1.0,477.03,3
46.12,1,14,1,59.0,0,30.0,1.0,8874.01,6
27.25,0,18,1,63.0,2,92.0,1.0,5365.2,2
1353.93,1,12,1,26.0,1,171.0,1.0,7858.41,1
331.66,1,19,0,76.0,2,145.0,1.0,7216.3,0
667.95,0,28,0,62.0,0,253.0,1.0,13558.56,1
49.84,1,6,0,49.0,0,146.0,1.0,7872.04,0
556.04,1,10,0,72.0,2,27.0,1.0,5200.04,0
88.06,0,33,2,18.0,3,288.0,1.0,1779.85,5
745.95,1,22,0,58.0,0,127.0,1.0,13264.14,6
67.25,1,24,2,19.0,3,157.0,1.0,467.4,5
93.63,1,27,0,29.0,1,141.0,1.0,9873.62,6
74.11,1,38,1,22.0,4,49.0,1.0,1257.9,5
41.13,0,30,1,77.0,2,58.0,1.0,6067.54,4
192.02,0,16,2,79.0,2,154.0,1.0,5169.07,2
291.27,1,11,1,77.0,2,121.0,1.0,6878.86,2
296.46,2,9,1,23.0,3,136.0,1.0,558.99,3
341.84,0,12,1,27.0,3,89.0,1.0,1400.04,3
98.41,1,34,2,27.0,3,48.0,1.0,912.71,5
109.28,1,36,2,36.0,1,112.0,4.0,6338.35,4
27.51,0,8,2,40.0,0,103.0,1.0,13645.63,6
12.18,1,27,1,76.0,2,77.0,1.0,4909.24,4
207.71,0,18,2,25.0,4,63.0,1.0,570.1,3
25.77,0,36,2,45.0,0,277.0,1.0,11749.77,1
127.57,1,26,0,52.0,2,75.0,1.0,6118.2,0
392.05,1,10,0,60.0,1,172.0,1.0,4383.69,0
521.01,0,39,1,41.0,1,73.0,1.0,4004.55,4
849.76,1,39,0,25.0,3,269.0,1.0,373.88,5
172.5,1,8,2,68.0,0,31.0,1.0,6851.16,2
265.44,1,35,0,30.0,1,169.0,1.0,9700.77,1
152.34,1,29,1,55.0,0,115.0,1.0,6853.51,6
21.13,1,9,1,28.0,3,153.0,1.0,948.7,3
111.55,1,10,0,46.0,0,101.0,1.0,12221.17,6
321.82,0,33,1,32.0,1,43.0,1.0,6500.5,4
1294.81,0,42,1,45.0,1,279.0,1.0,9927.75,1
148.77,1,38,1,67.0,2,175.0,1.0,2138.42,4
14.08,1,43,1,57.0,2,154.0,1.0,3908.65,4
1283.97,1,7,0,45.0,0,121.0,1.0,11041.9,6
566.33,0,5,0,24.0,3,66.0,1.0,379.82,3
206.51,2,16,0,51.0,2,275.0,1.0,3921.74,1
180.94,1,33,1,75.0,2,57.0,1.0,7659.99,4
77.9,1,42,1,21.0,3,128.0,1.0,664.72,5
318.92,0,42,1,21.0,3,60.0,1.0,1167.25,5
583.3,0,26,2,59.0,1,142.0,1.0,5896.01,4
100.68,1,22,2,63.0,2,139.0,1.0,1123.75,4
589.64,1,5,2,62.0,2,210.0,1.0,2039.4,2
225.93,0,29,1,25.0,3,199.0,1.0,1864.27,5
651.55,1,31,2,72.0,2,82.0,1.0,2325.78,4
80.97,1,39,2,38.0,0,157.0,1.0,5926.31,4
191.89,1,35,1,25.0,3,14.0,1.0,399.57,5
304.75,0,2,1,78.0,2,125.0,1.0,1916.34,2
201.53,1,40,2,68.0,2,287.0,1.0,2732.86,1
8.45,1,30,0,22.0,3,141.0,1.0,1115.3,5
435.98,1,23,1,30.0,1,105.0,1.0,7334.08,6
743.24,0,16,2,19.0,3,109.0,1.0,1024.19,3
16.27,1,1,0,57.0,0,44.0,1.0,10971.32,6
290.86,1,21,2,45.0,0,36.0,1.0,14631.88,6
85.73,1,41,0,41.0,0,266.0,1.0,14928.35,1
555.71,0,4,1,22.0,3,73.0,1.0,830.37,3
40.03,1,29,1,23.0,3,200.0,1.0,6408.8,5
73.01,0,25,2,25.0,3,62.0,1.0,1997.33,5
346.12,1,37,1,44.0,0,12.0,1.0,13084.27,6
1.93,1,6,1,47.0,0,175.0,5.0,5684.09,1
252.93,1,32,0,75.0,2,222.0,1.0,2760.37,0
238.54,1,16,0,19.0,3,12.0,4.0,868.91,3
1011.22,1,40,1,61.0,2,129.0,1.0,5838.91,4
58.7,1,27,3,67.0,0,141.0,1.0,8937.35,4
7.56,1,25,0,40.0,0,145.0,1.0,8528.72,6
540.4,1,15,1,45.0,0,272.0,1.0,425.77,1
264.14,1,3,0,64.0,0,125.0,1.0,8459.26,0
248.15,1,25,0,75.0,2,202.0,1.0,2649.23,0
24.34,1,33,1,54.0,1,110.0,1.0,6659.12,4
428.61,1,13,0,66.0,0,62.0,1.0,11937.04,6
117.66,0,22,1,39.0,0,126.0,1.0,6794.17,6
165.8,1,26,2,60.0,1,287.0,1.0,2064.76,1
289.18,1,3,0,65.0,2,64.0,1.0,3139.75,0
125.39,1,20,0,21.0,3,140.0,1.0,202.69,5
305.18,1,6,2,58.0,2,216.0,1.0,4474.2,2
506.9,0,15,1,64.0,0,56.0,1.0,11471.87,6
504.12,0,3,1,25.0,3,101.0,1.0,1107.28,3
42.09,1,10,1,29.0,1,118.0,1.0,5526.28,2
607.28,1,3,0,32.0,0,84.0,1.0,9679.68,6
91.9,1,6,2,77.0,2,125.0,1.0,1033.94,2
303.43,1,41,1,22.0,3,30.0,1.0,1833.24,5
668.78,1,23,0,20.0,3,141.0,1.0,983.68,5
270.54,0,34,0,20.0,3,139.0,1.0,269.78,5
247.93,1,16,1,37.0,1,79.0,1.0,9801.48,6
34.67,1,6,2,19.0,3,71.0,1.0,888.6,3
326.03,0,27,2,18.0,3,137.0,1.0,290.24,5
148.26,1,29,0,25.0,3,57.0,1.0,958.7,5
1086.6,1,36,2,19.0,3,38.0,1.0,1605.67,5
373.99,1,34,0,60.0,0,140.0,1.0,8590.5,0
254.34,1,12,2,49.0,1,112.5,1.0,5461.08,2
819.48,1,41,0,25.0,3,26.0,1.0,1804.5,5
14.0,1,35,0,49.0,1,173.0,1.0,7975.18,0
57.16,1,8,0,40.0,1,74.0,1.0,222.22,0
282.26,1,22,2,37.0,1,278.0,1.0,6857.2,1
46.96,1,19,2,46.0,1,112.5,1.0,2028.92,2
473.2,1,15,2,34.0,0,173.0,1.0,248.52,2
192.97,1,34,0,59.0,2,140.0,1.0,3019.04,0
168.99,1,3,0,18.0,3,203.0,1.0,1523.57,3
1.82,1,37,2,80.0,2,60.0,1.0,5571.39,4
40.9,1,5,0,55.0,0,37.0,1.0,1514.34,0
78.91,1,34,2,61.0,0,157.0,1.0,1817.43,4
169.97,0,36,0,22.0,3,12.0,1.0,6269.12,5
17.79,1,17,1,61.0,2,162.0,5.0,2281.9,2
486.61,0,34,0,48.0,1,130.0,1.0,2006.69,0
148.13,1,31,1,58.0,2,56.0,1.0,2189.38,4
164.52,1,9,0,61.0,0,162.0,1.0,11036.74,6
720.89,1,16,0,27.0,3,120.0,1.0,447.06,3
268.7,1,25,0,53.0,2,63.0,1.0,2104.74,0
637.34,1,16,0,51.0,2,278.0,1.0,5183.5,1
216.76,0,29,2,47.0,1,138.0,1.0,643.64,4
418.02,1,20,0,46.0,0,110.0,1.0,11011.86,6
292.03,0,22,0,46.0,1,154.0,1.0,951.33,0
251.4,1,40,0,57.0,2,178.0,1.0,2561.67,0
184.56,1,41,2,21.0,3,93.0,1.0,1549.27,5
33.76,1,39,2,26.0,1,227.0,1.0,3253.51,1
253.46,1,22,0,45.0,1,60.0,1.0,4737.84,0
1612.37,1,20,0,65.0,2,173.0,1.0,3910.59,0
138.68,0,7,1,22.0,3,44.0,1.0,206.2,3
42.56,1,14,2,18.0,3,146.0,1.0,4361.44,3
680.76,1,43,1,21.0,3,165.0,1.0,572.97,5
53.83,1,3,1,70.0,2,131.0,1.0,4580.59,2
11.09,1,5,1,51.0,1,95.0,1.0,2990.05,2
37.81,1,43,1,63.0,2,195.0,1.0,5208.98,4
449.18,1,10,2,67.0,2,50.0,1.0,1025.99,2
1135.8,1,36,0,30.0,0,250.0,1.0,13534.3,1
297.6,1,25,2,39.0,0,162.0,1.0,1461.17,4
683.75,1,19,1,32.0,0,106.0,1.0,6333.72,6
21.4,0,43,2,48.0,1,129.0,1.0,8551.6,4
315.94,1,29,0,78.0,2,93.0,1.0,4273.99,0
331.32,1,34,1,61.0,0,137.0,5.0,13054.54,6
223.76,0,4,1,74.0,2,110.0,1.0,4102.23,2
